,ra,dec,obsid,name,cluster,silhouette_prob,silhouette
24324,197.43967979348633,21.289574085179076,7610,2CXO J130945.5+211722,2,0.523814162016956,0.04762832403391196
24326,197.491332664953,61.42154280554695,12618,2CXO J130957.9+612517,5,0.648817580244043,0.297635160488086
24327,197.491332664953,61.42154280554695,12619,2CXO J130957.9+612517,3,0.6039047436339486,0.20780948726789739
24328,197.5724909045748,21.909262138052878,14014,2CXO J131017.3+215433,5,0.5221776181934793,0.0443552363869585
24330,197.67764308522294,-3.2406313093211154,6110,2CXO J131042.6-031426,0,0.4992675938435033,-0.0014648123129934335
24331,197.68191795897462,-3.1201202141251825,6110,2CXO J131043.6-030712,5,0.6601003537104162,0.32020070742083234
24332,197.76141644297775,-3.17361481494832,9381,2CXO J131102.7-031025,2,0.5130898443185307,0.02617968863706143
24333,197.76141644297775,-3.17361481494832,3258,2CXO J131102.7-031025,5,0.5278722115332829,0.05574442306656585
24334,197.76141644297775,-3.17361481494832,6110,2CXO J131102.7-031025,2,0.5468094110805655,0.09361882216113086
24335,197.76567399349904,-3.1925897418862275,6110,2CXO J131103.7-031133,5,0.5204471625655379,0.04089432513107574
24337,197.7784218844355,-1.109692504881853,6930,2CXO J131106.8-010634,2,0.5795958310974404,0.15919166219488085
24338,197.79630214239512,-3.423022481360411,6110,2CXO J131111.1-032522,3,0.5517903407508361,0.10358068150167221
24340,197.82421107182154,21.97629669996024,14014,2CXO J131117.8+215834,3,0.5563114818144552,0.11262296362891049
24341,197.82590441197908,-1.2415198093502975,540,2CXO J131118.2-011429,2,0.5347239176465054,0.06944783529301081
24342,197.82590441197908,-1.2415198093502975,7289,2CXO J131118.2-011429,2,0.5671774970546537,0.13435499410930749
24343,197.82590441197908,-1.2415198093502975,5004,2CXO J131118.2-011429,2,0.518019709386466,0.03603941877293204
24344,197.82590441197908,-1.2415198093502975,1663,2CXO J131118.2-011429,5,0.6244378346599425,0.2488756693198851
24345,197.82590441197908,-1.2415198093502975,6930,2CXO J131118.2-011429,5,0.5736721804095186,0.1473443608190372
24347,197.8288638118911,21.870243755939317,14014,2CXO J131118.9+215212,2,0.5267644613995109,0.05352892279902182
24348,197.83289092569623,-1.3632104297104848,6930,2CXO J131119.8-012147,5,0.5433960804078704,0.08679216081574073
24349,197.83289092569623,-1.3632104297104848,7289,2CXO J131119.8-012147,2,0.504631238063196,0.009262476126391953
24350,197.83604166660848,-1.3826472053691554,6930,2CXO J131120.6-012257,4,0.6112091277399754,0.22241825547995064
24351,197.8696877545019,-3.145251374967648,6110,2CXO J131128.7-030842,3,0.5348577538582919,0.06971550771658387
24352,197.87361169754922,-1.2674087222848236,6930,2CXO J131129.6-011602,3,0.6211978726629886,0.24239574532597735
24353,197.87361169754922,-1.2674087222848236,7289,2CXO J131129.6-011602,5,0.5733210940767506,0.1466421881535012
24356,197.90596438138323,-0.9596291662230936,4990,2CXO J131137.4-005734,3,0.5425548361258001,0.08510967225160017
24358,197.90711412775556,-1.3304439796630767,6930,2CXO J131137.7-011949,2,0.5093813378600246,0.01876267572004916
24361,197.93745097394526,22.003016951295706,14014,2CXO J131144.9+220010,1,0.5748979998570929,0.14979599971418567
24362,197.9387172173631,38.808773594454514,5781,2CXO J131145.2+384831,2,0.5171489235011926,0.03429784700238512
24363,197.94072770158004,38.99992539061223,5781,2CXO J131145.7+385959,5,0.5726148976496405,0.14522979529928096
24364,197.97663473952935,-62.785520386856014,8922,2CXO J131154.3-624707,1,0.5552950026900751,0.11059000538015026
24365,197.9825193562658,-1.4325323439479059,7289,2CXO J131155.8-012557,3,0.5479131467925882,0.09582629358517637
24366,197.9825193562658,-1.4325323439479059,6930,2CXO J131155.8-012557,5,0.6134358894853777,0.22687177897075547
24368,197.98655005924968,-1.219787837345686,7289,2CXO J131156.7-011311,5,0.5896243264383367,0.1792486528766734
24369,198.00108788317903,-1.1779110713928216,6930,2CXO J131200.2-011040,3,0.57523817599611,0.15047635199222015
24370,198.00411598028393,-1.4098466590438823,6930,2CXO J131200.9-012435,3,0.5433379031787948,0.08667580635758962
24371,198.00411598028393,-1.4098466590438823,7289,2CXO J131200.9-012435,2,0.511036047806955,0.022072095613909902
24373,198.03767395326827,-62.724085490101196,8922,2CXO J131209.0-624326,0,0.6006362158855012,0.20127243177100246
24374,198.050092748599,-0.8965717294783313,4990,2CXO J131212.0-005347,3,0.5636293917800043,0.12725878356000844
24375,198.06034505991147,-1.188671789980786,6930,2CXO J131214.4-011119,2,0.5107002906486423,0.02140058129728458
24376,198.06034505991147,-1.188671789980786,7289,2CXO J131214.4-011119,2,0.5543947829664938,0.10878956593298765
24377,198.07669124558424,-62.62520013294123,8922,2CXO J131218.4-623730,5,0.609210956917688,0.21842191383537607
24379,198.09126174878156,-62.666511959294745,8922,2CXO J131221.9-623959,0,0.5855713512053591,0.17114270241071808
24380,198.10403885114306,-62.700011783097764,8922,2CXO J131224.9-624200,0,0.5817518911002183,0.16350378220043651
24381,198.10937028278272,-62.7026321359066,8922,2CXO J131226.2-624209,0,0.6087203982456473,0.21744079649129458
24383,198.11179201377513,-62.69902200322815,8922,2CXO J131226.8-624156,0,0.6212462933030264,0.2424925866060528
24384,198.11870008120923,-62.69744713015798,8922,2CXO J131228.4-624150,0,0.6067107014591029,0.2134214029182058
24385,198.1188910685686,-62.69545453998859,8922,2CXO J131228.5-624143,0,0.5876308198529072,0.17526163970581454
24386,198.11986928542694,-19.438677755714828,2070,2CXO J131228.7-192619,3,0.5614629566055022,0.12292591321100438
24387,198.12347174100364,-62.57605266970801,8922,2CXO J131229.6-623433,0,0.6165902794303536,0.2331805588607072
24389,198.13319862395724,-62.68577929611458,8922,2CXO J131231.9-624108,0,0.5570297935429117,0.11405958708582352
24391,198.16492976393818,-62.715486787482675,8922,2CXO J131239.5-624255,0,0.6301418802189802,0.26028376043796037
24392,198.23167711527412,-19.51107791889317,2070,2CXO J131255.6-193039,5,0.6023221109988028,0.20464422199760574
24393,198.23509003464346,-62.674442606753836,8922,2CXO J131256.4-624027,0,0.5416004969359632,0.0832009938719264
24394,198.2572565825178,47.299161967579046,14420,2CXO J131301.7+471756,3,0.5894199032058485,0.17883980641169706
24395,198.27401634917362,-11.128465551393509,9449,2CXO J131305.7-110742,5,0.5199749451189717,0.039949890237943375
24397,198.30759254838063,62.09680192189494,7810,2CXO J131313.8+620548,2,0.576401823302985,0.1528036466059699
24402,198.36687949876728,13.142535452000462,14530,2CXO J131328.0+130833,2,0.5665978163153328,0.13319563263066558
24406,198.4448984053787,47.3534127004174,14382,2CXO J131346.7+472112,5,0.51814182256939,0.036283645138780005
24407,198.4448984053787,47.3534127004174,14398,2CXO J131346.7+472112,2,0.5355057465364067,0.07101149307281333
24409,198.56161112133418,13.254741137137803,14530,2CXO J131414.7+131517,5,0.5441129019058458,0.08822580381169162
24410,198.5732765210853,41.77101502145739,2197,2CXO J131417.5+414615,2,0.5157576567648123,0.03151531352962475
24411,198.58380246659658,13.332815442204073,14530,2CXO J131420.1+131958,4,0.5197630994328202,0.03952619886564025
24412,198.59208119992286,13.311333678696121,14530,2CXO J131422.0+131840,5,0.5925839767242974,0.18516795344859485
24414,198.6833097662544,-55.16290091782211,7809,2CXO J131443.9-550946,5,0.5720826435429628,0.14416528708592558
24415,198.7285112447612,42.04476642582909,2197,2CXO J131454.8+420241,5,0.6645141319039569,0.32902826380791383
24416,198.76167476541286,-16.489484515579093,798,2CXO J131502.8-162922,5,0.5503980884847307,0.10079617696946148
24417,198.77647676853405,-55.15640917652075,7809,2CXO J131506.3-550923,0,0.5340942220582867,0.06818844411657342
24419,198.82213874237436,44.40720793212692,12242,2CXO J131517.3+442425,0,0.5970517547123413,0.19410350942468246
24420,198.8255066579011,42.06795051870057,2197,2CXO J131518.1+420404,5,0.5216162387220684,0.043232477444136816
24421,198.83128346231945,42.050549663801284,413,2CXO J131519.5+420301,5,0.5601186057197391,0.12023721143947827
24422,198.84145715996362,-16.39107338859147,9399,2CXO J131521.9-162327,3,0.5330433590444852,0.06608671808897039
24424,198.85631903205842,-16.329487031594283,9399,2CXO J131525.5-161946,5,0.6298647996214196,0.2597295992428392
24425,198.8587538928581,-16.330600569684396,9399,2CXO J131526.1-161950,0,0.6172272814570118,0.23445456291402356
24429,198.89575119420442,62.124634448711035,7810,2CXO J131534.9+620728,0,0.48483327558541073,-0.03033344882917851
24433,198.93259780446488,55.784512333127495,5722,2CXO J131543.8+554704,5,0.5315628258752471,0.06312565175049417
24434,198.9471918796943,-16.241968087702134,798,2CXO J131547.3-161431,2,0.57070039055698,0.14140078111395987
24435,198.9471918796943,-16.241968087702134,9399,2CXO J131547.3-161431,3,0.6345949374218403,0.26918987484368057
24436,198.9553492031315,42.02934029348067,2197,2CXO J131549.2+420145,3,0.5232409360707876,0.04648187214157518
24437,198.9706292850159,-16.29032432515119,9399,2CXO J131552.9-161725,2,0.5383495081248548,0.07669901624970954
24438,198.97181484698376,42.037513148808706,2197,2CXO J131553.2+420215,2,0.5757385374609263,0.15147707492185256
24439,198.9752999543698,20.173358648525443,14935,2CXO J131554.0+201024,5,0.561745098271928,0.12349019654385587
24440,198.9863208739049,-16.485814457794948,9399,2CXO J131556.7-162908,5,0.6328103035640675,0.26562060712813496
24441,198.98968470064017,62.14931167809954,7810,2CXO J131557.5+620857,3,0.502887781862578,0.0057755637251559085
24443,199.00937942136818,42.03165461902593,2197,2CXO J131602.2+420153,4,0.628220882646702,0.25644176529340396
24445,199.02482624166078,-16.560943435765683,9399,2CXO J131605.9-163339,5,0.5932026093667215,0.18640521873344307
24447,199.2145846414071,29.211251735537473,2228,2CXO J131651.5+291240,0,0.48087779655263047,-0.03824440689473904
24448,199.2223052236268,29.283908356055324,2228,2CXO J131653.3+291702,3,0.5349123232055818,0.06982464641116368
24449,199.2261608240526,29.22278922877403,2228,2CXO J131654.2+291322,2,0.5262239277507493,0.05244785550149873
24451,199.23842294344206,29.247432680950325,2228,2CXO J131657.2+291450,3,0.5575895024832543,0.11517900496650875
24452,199.24188130513153,29.098907629338836,2228,2CXO J131658.0+290556,0,0.5273585059530161,0.0547170119060323
24453,199.24746821583233,29.05898804394171,2228,2CXO J131659.3+290332,0,0.5631470673717085,0.12629413474341697
24454,199.24938732780254,28.963914710289206,2228,2CXO J131659.8+285750,2,0.5991217175840431,0.1982434351680862
24455,199.27556352139504,29.154979928266684,2228,2CXO J131706.1+290917,5,0.5789158087861023,0.15783161757220454
24459,199.36477980740017,-16.7979566106808,11674,2CXO J131727.5-164752,5,0.5275232078190598,0.05504641563811959
24460,199.37414151015605,29.125568467034558,2228,2CXO J131729.7+290732,5,0.5741134929427075,0.148226985885415
24462,199.4422580211957,29.153909996780087,2228,2CXO J131746.1+290914,5,0.5904706233768383,0.18094124675367654
24464,199.67897625816465,-12.583839032794915,11780,2CXO J131842.9-123501,5,0.5229584448860429,0.04591688977208594
24466,199.74478460452224,-21.042986775106613,15385,2CXO J131858.7-210234,5,0.5651938036068042,0.13038760721360826
24467,199.7468406728708,-21.136260929109255,15385,2CXO J131859.2-210810,5,0.6078215520605958,0.21564310412119161
24470,199.94253880517954,51.80157808049111,3050,2CXO J131946.2+514805,5,0.6043206489652359,0.20864129793047173
24471,199.95312662204822,-21.90964166978339,12173,2CXO J131948.7-215434,2,0.5406513757348506,0.08130275146970105
24472,199.9572928709224,70.03770363866415,3278,2CXO J131949.7+700215,2,0.5211058575090366,0.0422117150180733
24473,200.01025015396885,33.06807489941692,6941,2CXO J132002.4+330405,2,0.5441988333887248,0.08839766677744944
24474,200.04260276428784,-20.76230263053789,12956,2CXO J132010.2-204544,5,0.60449245243412,0.20898490486823992
24475,200.05481784936626,33.07678996988858,6941,2CXO J132013.1+330436,2,0.6128880366578837,0.22577607331576754
24476,200.06138562402612,33.143366180574304,6941,2CXO J132014.7+330836,2,0.5634921956004955,0.1269843912009909
24477,200.0702769209986,-21.82731330798079,12173,2CXO J132016.8-214938,3,0.5451356875226344,0.09027137504526885
24479,200.10400940709678,-20.61100468258361,12956,2CXO J132024.9-203639,5,0.5914029862395991,0.18280597247919805
24480,200.1384129406581,33.195093676082095,6941,2CXO J132033.2+331142,2,0.5508220773710686,0.10164415474213717
24482,200.15332521848677,42.6925703376259,6911,2CXO J132036.7+424133,1,0.6190357308059555,0.23807146161191112
24483,200.1578600730204,34.19064379384821,7811,2CXO J132037.8+341126,5,0.6063480582371134,0.21269611647422673
24485,200.2308219212057,33.903332976904416,7811,2CXO J132055.3+335411,5,0.6298135451785307,0.2596270903570614
24486,200.2728506659863,34.24993077610265,7811,2CXO J132105.4+341459,5,0.6718319731486846,0.3436639462973692
24488,200.29157778709487,33.064728159951585,6941,2CXO J132109.9+330353,3,0.5904563232932731,0.18091264658654616
24489,200.3244549597257,42.587558615467586,6911,2CXO J132117.8+423515,0,0.5626063381146792,0.12521267622935844
24491,200.40976832365823,51.295330682075715,12485,2CXO J132138.3+511743,5,0.5540287245844103,0.10805744916882061
24492,200.49818962662084,26.41225013078627,13958,2CXO J132159.5+262444,2,0.5709910593995259,0.14198211879905182
24495,200.60189262248423,-16.728483690146426,7373,2CXO J132224.4-164342,2,0.5291291225496204,0.0582582450992408
24496,200.70972336729074,-45.180880935895296,15199,2CXO J132250.3-451051,0,0.4854511822772016,-0.029097635445596893
24497,200.93487242821277,-45.19804981258074,15199,2CXO J132344.3-451152,5,0.5187473651869106,0.03749473037382101
24498,200.93686584688078,30.70331277971948,9403,2CXO J132344.8+304211,5,0.541477959876958,0.08295591975391607
24499,200.94873675592032,14.059881781311526,7325,2CXO J132347.6+140335,5,0.533061728472141,0.0661234569442818
24500,200.9909968010087,13.969366333416314,6944,2CXO J132357.8+135809,3,0.5802287564127568,0.1604575128255136
24501,200.9934275793114,14.099944050839067,7325,2CXO J132358.4+140559,2,0.49882582904917644,-0.0023483419016471553
24503,201.0105677077761,-39.3962944307648,15203,2CXO J132402.5-392346,5,0.5582745343782503,0.11654906875650049
24504,201.01520320008217,4.64545865556124,13862,2CXO J132403.6+043843,2,0.5102859265930041,0.02057185318600815
24505,201.0239069387411,-45.25831499896788,15199,2CXO J132405.7-451529,2,0.5144368099083738,0.028873619816747718
24506,201.04177453207694,13.976514680817928,7325,2CXO J132410.0+135835,2,0.5417112224086796,0.08342244481735928
24508,201.11417375318786,29.32481060504603,10483,2CXO J132427.4+291929,5,0.599728590730103,0.199457181460206
24510,201.11766965408117,4.774843213131921,13862,2CXO J132428.2+044629,0,0.5109911567634406,0.021982313526881233
24512,201.16139433261355,29.17000978353437,4777,2CXO J132438.7+291012,5,0.5905266297593051,0.18105325951861023
24513,201.16308236989448,36.349354422483394,4055,2CXO J132439.1+362057,3,0.5688020230585383,0.1376040461170767
24514,201.17217905170276,30.897336244460664,9403,2CXO J132441.3+305350,2,0.5428890884642724,0.08577817692854474
24515,201.17217905170276,30.897336244460664,9840,2CXO J132441.3+305350,3,0.5716564593988761,0.14331291879775224
24516,201.18469455298987,-42.9478990397759,8490,2CXO J132444.3-425652,0,0.49839789512152327,-0.0032042097569535116
24519,201.21022336850808,-43.122950273047266,8490,2CXO J132450.4-430722,2,0.5334646847928457,0.06692936958569147
24520,201.21435947336568,36.37855366753506,4055,2CXO J132451.4+362242,0,0.5615377347865348,0.12307546957306964
24521,201.21451667532597,-43.2030783215159,8490,2CXO J132451.4-431211,0,0.48833262645235076,-0.02333474709529845
24522,201.21451667532597,-43.2030783215159,10722,2CXO J132451.4-431211,2,0.5262602010337395,0.052520402067479044
24524,201.2176917106143,-43.192709995609015,8490,2CXO J132452.2-431133,5,0.5110379059897326,0.02207581197946533
24525,201.22214700243126,36.45466111380748,4055,2CXO J132453.3+362716,2,0.5460119187565847,0.0920238375131695
24526,201.23646767339005,-43.137093272068704,3965,2CXO J132456.7-430813,3,0.5193363615425073,0.03867272308501463
24527,201.23646767339005,-43.137093272068704,2978,2CXO J132456.7-430813,5,0.5088200312047595,0.01764006240951902
24528,201.23646767339005,-43.137093272068704,10722,2CXO J132456.7-430813,5,0.5572126744026614,0.11442534880532286
24529,201.23646767339005,-43.137093272068704,7797,2CXO J132456.7-430813,2,0.5451965704434948,0.09039314088698955
24530,201.23646767339005,-43.137093272068704,962,2CXO J132456.7-430813,5,0.5207136480835015,0.04142729616700295
24531,201.23646767339005,-43.137093272068704,8490,2CXO J132456.7-430813,3,0.5326159033382204,0.06523180667644081
24532,201.23646767339005,-43.137093272068704,8489,2CXO J132456.7-430813,0,0.5248966766009092,0.04979335320181835
24533,201.23920364739502,-43.09277792991665,8489,2CXO J132457.4-430534,2,0.5097844810571996,0.019568962114399336
24534,201.23920364739502,-43.09277792991665,7797,2CXO J132457.4-430534,5,0.5812931806296662,0.1625863612593323
24535,201.24102475850907,-43.137017283215044,3965,2CXO J132457.8-430813,3,0.5193363615425073,0.03867272308501463
24536,201.24102475850907,-43.137017283215044,2978,2CXO J132457.8-430813,5,0.5088200312047595,0.01764006240951902
24537,201.24102475850907,-43.137017283215044,10722,2CXO J132457.8-430813,5,0.5572126744026614,0.11442534880532286
24538,201.24248820392995,-43.16368617246849,8489,2CXO J132458.1-430949,5,0.5873626245591841,0.17472524911836818
24539,201.24248820392995,-43.16368617246849,7797,2CXO J132458.1-430949,3,0.5453347744524015,0.09066954890480307
24540,201.24248820392995,-43.16368617246849,8490,2CXO J132458.1-430949,5,0.5173084467996291,0.03461689359925812
24541,201.2521244318691,-42.8665147391445,3965,2CXO J132500.5-425159,3,0.5237149509903148,0.047429901980629734
24542,201.2521244318691,-42.8665147391445,2978,2CXO J132500.5-425159,3,0.5064633695868146,0.012926739173629211
24543,201.2527874138027,30.33211273968832,9836,2CXO J132500.6+301955,0,0.6122632344743328,0.22452646894866557
24544,201.2527874138027,30.33211273968832,9404,2CXO J132500.6+301955,0,0.5776460265642218,0.15529205312844355
24546,201.2544160099735,-43.112026119153796,2978,2CXO J132501.0-430643,2,0.5940458184004958,0.18809163680099145
24547,201.2544160099735,-43.112026119153796,8489,2CXO J132501.0-430643,3,0.5046158133583064,0.009231626716612863
24548,201.2544160099735,-43.112026119153796,8490,2CXO J132501.0-430643,5,0.5626893749389442,0.12537874987788844
24550,201.25494494476857,-43.19976770686507,8490,2CXO J132501.1-431159,2,0.6007503322478749,0.20150066449574972
24551,201.25494494476857,-43.19976770686507,962,2CXO J132501.1-431159,5,0.522086033579769,0.04417206715953801
24552,201.25494494476857,-43.19976770686507,8489,2CXO J132501.1-431159,2,0.5287916455314694,0.057583291062938725
24555,201.26134333545633,-43.04532215807495,7800,2CXO J132502.7-430243,2,0.5403233652751179,0.08064673055023584
24556,201.26134333545633,-43.04532215807495,3965,2CXO J132502.7-430243,0,0.5578925050522031,0.1157850101044062
24557,201.26134333545633,-43.04532215807495,10722,2CXO J132502.7-430243,0,0.493310033326638,-0.013379933346723997
24558,201.26134333545633,-43.04532215807495,2978,2CXO J132502.7-430243,3,0.5448783719352129,0.08975674387042595
24559,201.26134333545633,-43.04532215807495,962,2CXO J132502.7-430243,2,0.5257115451340783,0.05142309026815642
24560,201.26134333545633,-43.04532215807495,7797,2CXO J132502.7-430243,1,0.5211847088238916,0.0423694176477832
24562,201.27628598930346,-43.03917821130853,10722,2CXO J132506.3-430221,3,0.5764343404736274,0.15286868094725475
24563,201.27628598930346,-43.03917821130853,3965,2CXO J132506.3-430221,2,0.5160892750162851,0.0321785500325702
24564,201.27628598930346,-43.03917821130853,2978,2CXO J132506.3-430221,3,0.5970142912615626,0.19402858252312508
24565,201.27628598930346,-43.03917821130853,962,2CXO J132506.3-430221,5,0.5494906207374782,0.09898124147495638
24566,201.27628598930346,-43.03917821130853,8490,2CXO J132506.3-430221,2,0.49539524836397913,-0.00920950327204174
24567,201.27628598930346,-43.03917821130853,7797,2CXO J132506.3-430221,3,0.5277252559158884,0.05545051183177665
24568,201.27628598930346,-43.03917821130853,7800,2CXO J132506.3-430221,4,0.6052035246721398,0.2104070493442795
24571,201.28020170209993,-43.0697842334,3965,2CXO J132507.2-430411,4,0.6213882158338913,0.24277643166778246
24572,201.28020170209993,-43.0697842334,2978,2CXO J132507.2-430411,3,0.5924104897462236,0.18482097949244722
24573,201.28020170209993,-43.0697842334,10722,2CXO J132507.2-430411,4,0.7572381027762682,0.5144762055525365
24574,201.28020170209993,-43.0697842334,8489,2CXO J132507.2-430411,3,0.5095164430089634,0.01903288601792665
24577,201.28049033291416,-43.06876716346111,3965,2CXO J132507.3-430407,4,0.6213882158338913,0.24277643166778246
24578,201.28049033291416,-43.06876716346111,2978,2CXO J132507.3-430407,3,0.5924104897462236,0.18482097949244722
24579,201.28049033291416,-43.06876716346111,10722,2CXO J132507.3-430407,4,0.7572381027762682,0.5144762055525365
24580,201.28049033291416,-43.06876716346111,7797,2CXO J132507.3-430407,4,0.723448202887073,0.4468964057741461
24581,201.28049033291416,-43.06876716346111,8489,2CXO J132507.3-430407,3,0.5095164430089634,0.01903288601792665
24585,201.28114414404024,-43.069248490866556,3965,2CXO J132507.4-430409,4,0.6213882158338913,0.24277643166778246
24586,201.28114414404024,-43.069248490866556,2978,2CXO J132507.4-430409,3,0.5924104897462236,0.18482097949244722
24587,201.28114414404024,-43.069248490866556,10722,2CXO J132507.4-430409,4,0.7572381027762682,0.5144762055525365
24588,201.28114414404024,-43.069248490866556,12156,2CXO J132507.4-430409,2,0.5561879439707923,0.11237588794158453
24589,201.28114414404024,-43.069248490866556,7797,2CXO J132507.4-430409,4,0.5983039397550907,0.19660787951018127
24590,201.28114414404024,-43.069248490866556,8489,2CXO J132507.4-430409,3,0.5095164430089634,0.01903288601792665
24593,201.28187587844332,-43.02089959097357,7800,2CXO J132507.6-430115,1,0.5347044665317419,0.0694089330634837
24594,201.28187587844332,-43.02089959097357,962,2CXO J132507.6-430115,5,0.5826429089984427,0.16528581799688552
24595,201.28187587844332,-43.02089959097357,10722,2CXO J132507.6-430115,1,0.4943886055275257,-0.011222788944948497
24596,201.28187587844332,-43.02089959097357,2978,2CXO J132507.6-430115,5,0.5648827165607343,0.12976543312146854
24597,201.28187587844332,-43.02089959097357,3965,2CXO J132507.6-430115,5,0.5115664158959556,0.02313283179191118
24598,201.28187587844332,-43.02089959097357,7797,2CXO J132507.6-430115,0,0.48593056996220013,-0.028138860075599726
24602,201.28827395702103,-42.98305692456365,7800,2CXO J132509.1-425859,5,0.576785040886786,0.15357008177357193
24603,201.28827395702103,-42.98305692456365,7798,2CXO J132509.1-425859,2,0.5437951542071116,0.08759030841422322
24604,201.28827395702103,-42.98305692456365,7799,2CXO J132509.1-425859,2,0.5441724712321263,0.08834494246425262
24605,201.28827395702103,-42.98305692456365,2978,2CXO J132509.1-425859,3,0.5296449573589781,0.05928991471795615
24607,201.28988384438924,-43.09139929336667,3965,2CXO J132509.5-430529,5,0.5340417762317337,0.06808355246346728
24608,201.29012132015373,-39.286629803176396,15203,2CXO J132509.6-391711,0,0.571424121091846,0.14284824218369208
24609,201.2927715079095,-42.892483950254764,7800,2CXO J132510.2-425332,2,0.5507067028497133,0.10141340569942661
24610,201.2927715079095,-42.892483950254764,7797,2CXO J132510.2-425332,5,0.5961276541188735,0.1922553082377469
24611,201.29253274840266,-42.91942121361572,7800,2CXO J132510.2-425509,5,0.5715575165239408,0.1431150330478816
24612,201.29253274840266,-42.91942121361572,8489,2CXO J132510.2-425509,5,0.5102758246125557,0.02055164922511136
24613,201.30001579520888,-43.002908693562084,7800,2CXO J132512.0-430010,0,0.5550591194255615,0.11011823885112294
24614,201.30001579520888,-43.002908693562084,7799,2CXO J132512.0-430010,0,0.5029668437770112,0.005933687554022392
24615,201.30001579520888,-43.002908693562084,7798,2CXO J132512.0-430010,0,0.5792306108802961,0.1584612217605922
24616,201.30001579520888,-43.002908693562084,8489,2CXO J132512.0-430010,0,0.5769358279521068,0.1538716559042136
24617,201.30001579520888,-43.002908693562084,7797,2CXO J132512.0-430010,5,0.5497504230143068,0.09950084602861352
24618,201.30001579520888,-43.002908693562084,3965,2CXO J132512.0-430010,0,0.4882908207628962,-0.023418358474207562
24619,201.30001579520888,-43.002908693562084,10722,2CXO J132512.0-430010,0,0.53432338647556,0.06864677295111996
24620,201.30022094327728,-43.01243194821085,7798,2CXO J132512.0-430044,1,0.5436773805433096,0.08735476108661924
24621,201.30022094327728,-43.01243194821085,7799,2CXO J132512.0-430044,0,0.5733285475387455,0.146657095077491
24622,201.30022094327728,-43.01243194821085,7800,2CXO J132512.0-430044,0,0.4959085479050938,-0.008182904189812403
24623,201.30022094327728,-43.01243194821085,8489,2CXO J132512.0-430044,1,0.5783325017854357,0.15666500357087146
24624,201.30022094327728,-43.01243194821085,7797,2CXO J132512.0-430044,1,0.665732082921893,0.33146416584378596
24626,201.30385904087075,-43.02069565164135,7800,2CXO J132512.9-430114,0,0.4901154570721527,-0.01976908585569454
24627,201.30385904087075,-43.02069565164135,7798,2CXO J132512.9-430114,3,0.5246595982371691,0.04931919647433816
24628,201.30385904087075,-43.02069565164135,7799,2CXO J132512.9-430114,0,0.4605390727323562,-0.07892185453528751
24629,201.30385904087075,-43.02069565164135,7797,2CXO J132512.9-430114,0,0.4927056453053267,-0.0145887093893466
24630,201.30757801121354,-42.89188142132269,7797,2CXO J132513.8-425330,5,0.5153270921850847,0.030654184370169205
24631,201.30809251785047,-43.123868052786214,8489,2CXO J132513.9-430725,2,0.5111432479826992,0.022286495965398428
24632,201.30809251785047,-43.123868052786214,7797,2CXO J132513.9-430725,2,0.5431465074651178,0.08629301493023576
24633,201.30809251785047,-43.123868052786214,8490,2CXO J132513.9-430725,2,0.5667007820181612,0.13340156403632236
24635,201.31838146817506,-43.04862537173676,7797,2CXO J132516.4-430255,5,0.5658143843973891,0.13162876879477822
24640,201.32624182762663,-43.05136380374339,8490,2CXO J132518.2-430304,5,0.5130968379141497,0.026193675828299425
24641,201.32624182762663,-43.05136380374339,7797,2CXO J132518.2-430304,3,0.5301626322376376,0.06032526447527519
24642,201.32704137423696,-43.02108186245733,2978,2CXO J132518.4-430115,0,0.5460198716739291,0.09203974334785824
24643,201.32704137423696,-43.02108186245733,8490,2CXO J132518.4-430115,5,0.5444186350424538,0.0888372700849076
24644,201.3295290890943,-43.032396691528355,7798,2CXO J132519.0-430156,5,0.5170920984475108,0.03418419689502165
24645,201.3295290890943,-43.032396691528355,7799,2CXO J132519.0-430156,2,0.4942469829875582,-0.011506034024883578
24646,201.3304528784821,-43.0325245650272,7798,2CXO J132519.3-430157,5,0.5170920984475108,0.03418419689502165
24647,201.3304528784821,-43.0325245650272,7799,2CXO J132519.3-430157,2,0.4942469829875582,-0.011506034024883578
24648,201.33225433625034,-42.82304250122462,2978,2CXO J132519.7-424922,3,0.5652283871063826,0.1304567742127651
24649,201.33225433625034,-42.82304250122462,7797,2CXO J132519.7-424922,5,0.5212955635396272,0.042591127079254484
24650,201.33358284726523,-43.052747901515666,7797,2CXO J132520.0-430309,2,0.5100514796522864,0.02010295930457262
24651,201.33565367233678,-42.979247258356814,3965,2CXO J132520.5-425845,5,0.5353332420761349,0.07066648415226963
24652,201.33584402074575,-42.76673927022924,7797,2CXO J132520.6-424600,4,0.530326641958279,0.06065328391655804
24653,201.33826316275213,-43.031731309527586,3965,2CXO J132521.1-430154,2,0.5780701355020209,0.15614027100404185
24654,201.33853891818887,36.486675133249605,4055,2CXO J132521.2+362912,5,0.6115903813915278,0.22318076278305563
24658,201.34302982500867,-42.954735682685275,7800,2CXO J132522.3-425717,4,0.5878238912478768,0.17564778249575352
24659,201.34302982500867,-42.954735682685275,7799,2CXO J132522.3-425717,4,0.7215173141310142,0.44303462826202833
24660,201.34302982500867,-42.954735682685275,7798,2CXO J132522.3-425717,5,0.5968437995550849,0.19368759911016978
